DATE,O,H,L,C,SYM
20120529,104.1,105.31,103.35,103.86,CL
20120530,103.96,104.02,100.37,100.92,CL
20120531,100.65,101.38,98.96,99.63,CL
20120601,99.54,99.69,95.39,96.33,CL
20120604,96.06,97.48,94.31,97.08,CL
20120605,97.24,98.02,96.41,97.39,CL
20120606,97.22,99.37,97.13,98.12,CL
20120607,98.6,100.13,96.53,97.92,CL
20120608,96.73,97.77,95.1,97.2,CL
20120611,98.82,99.74,94.21,95.8,CL
20120612,94.28,96.82,94.17,96.42,CL
20120613,96.61,97.11,95.25,95.72,CL
20120614,95.54,97.52,95.37,97.01,CL
20120615,97.43,97.9,96.52,97.13,CL
20120618,98.19,98.7,95.14,96.37,CL
20120619,96.16,97.51,95.38,97.13,CL
20120620,97.14,97.44,94.01,94.9,CL
20120621,94.53,94.65,91.38,91.65,CL
20120622,91.56,93.82,91.01,93.21,CL
20120625,93.65,94.13,91.48,92.66,CL
20120626,92.68,93.13,91.81,92.81,CL
20120627,92.92,94.37,92.13,93.66,CL
20120628,93.93,94.29,90.73,91.14,CL
20120629,91.91,98.79,91.73,98.41,CL
20120702,98.1,98.5,95.55,97.2,CL
20120703,97.12,101.49,96.78,101.11,CL
20120705,101.2,102.43,99.95,100.67,CL
20120706,100.18,100.58,97.47,97.9,CL
20120709,97.65,99.93,97.45,99.44,CL
20120710,99.29,99.4,97.1,97.36,CL
20120711,97.46,99.94,97.46,99.26,CL
20120712,99.65,99.82,97.66,99.53,CL
20120713,99.31,101.06,99.03,100.55,CL
20120716,100.58,101.93,99.86,101.88,CL
20120717,101.71,102.91,100.86,102.67,CL
20120718,102.58,103.49,102.04,103.32,CL
20120719,103.53,106.39,103.31,106.11,CL
20120720,105.67,105.75,104.11,104.89,CL
20120723,104.67,104.7,100.97,101.2,CL
20120724,101.11,102.15,100.49,101.56,CL
20120725,101.26,102.42,99.9,102.03,CL
20120726,102.16,103.53,101.13,102.45,CL
20120727,102.49,103.51,102.19,103.19,CL
20120730,103.2,104.01,102.39,102.84,CL
20120731,102.73,103.36,100.37,101.12,CL
20120801,101.09,102.53,100.57,101.97,CL
20120802,101.93,102.69,99.98,100.19,CL
20120803,100.32,104.8,100.29,104.46,CL
20120806,104.4,105.39,103.69,105.26,CL
20120807,105.11,107.48,104.84,106.73,CL
20120808,106.47,107.78,105.88,106.41,CL
20120809,106.49,107.27,106.13,106.42,CL
20120810,106.52,106.93,104.77,105.93,CL
20120813,106.31,107.2,105.11,105.79,CL
20120814,105.77,106.98,105.62,106.49,CL
20120815,106.31,107.96,105.74,107.39,CL
20120816,107.27,108.81,106.99,108.66,CL
20120817,108.29,109.34,108.04,109.07,CL
20120820,109.42,109.59,108.08,109.03,CL
20120821,109.03,110.66,108.87,109.74,CL
20120822,109.84,110.44,109.16,110.16,CL
20120823,110.2,111.19,108.65,109.17,CL
20120824,108.96,110.07,108.31,109.05,CL
20120827,109.57,110.62,107.31,108.37,CL
20120828,108.56,109.44,108.04,109.23,CL
20120829,108.98,109.27,107.66,108.39,CL
20120830,108.2,108.5,106.85,107.52,CL
20120831,107.65,109.82,107.41,109.37,CL
20120904,109.28,110.27,107.87,108.2,CL
20120905,108.51,108.93,107.16,108.26,CL
20120906,108.9,110.61,107.49,108.43,CL
20120907,107.6,109.64,106.98,109.32,CL
20120910,109.14,109.53,108.24,109.44,CL
20120911,109.19,110.21,108.98,110.07,CL
20120912,109.75,110.96,109.21,109.91,CL
20120913,109.83,111.48,109.41,111.21,CL
20120914,110.94,113.32,110.89,111.9,CL
20120917,112.05,112.42,107.55,109.52,CL
20120918,109.61,110.13,108.01,108.19,CL
20120919,108.39,109.07,104.15,104.88,CL
20120920,104.67,105.27,103.56,104.77,CL
20120921,105.28,106.19,104.94,105.24,CL
20120924,105.53,105.53,103.41,104.28,CL
20120925,104.46,105.55,102.92,103.72,CL
20120926,103.17,103.69,101.3,102.33,CL
20120927,102.43,104.74,102.23,104.2,CL
20120928,104.7,105.06,103.75,104.54,CL
20121001,104.5,105.68,103.61,104.83,CL
20121002,104.76,105.29,103.97,104.24,CL
20121003,103.99,104.17,100.05,100.49,CL
20121004,100.36,104.19,100.26,104.06,CL
20121005,103.86,104.06,101.36,102.23,CL
20121008,102.2,102.24,100.56,101.68,CL
20121009,101.97,105.26,101.64,104.74,CL
20121010,104.61,106.01,103.37,103.6,CL
20121011,103.62,105.29,103.44,104.42,CL
20121012,104.76,104.99,103.51,104.21,CL
20121015,103.98,104.55,102.14,104.2,CL
20121016,104.11,104.67,103.65,104.44,CL
20121017,104.43,105.2,103.9,104.47,CL
20121018,104.41,104.94,103.01,104.45,CL
20121019,104.39,105.4,102.18,102.4,CL
20121022,101.87,103.15,100.56,101.08,CL
20121023,101.57,101.72,98.12,99.1,CL
20121024,99.03,99.9,97.37,98.16,CL
20121025,98.08,99.18,97.66,98.48,CL
20121026,98.43,98.8,97.43,98.71,CL
20121029,98.86,98.86,97.09,97.97,CL
20121030,97.74,98.67,97.53,98.11,CL
20121031,98.16,99.62,98.04,98.67,CL
20121101,98.53,99.85,98.35,99.52,CL
20121102,99.34,99.67,97.09,97.29,CL
20121105,97.08,98.33,96.77,98.08,CL
20121106,98.1,101.65,97.85,101.14,CL
20121107,100.85,101.23,96.48,96.87,CL
20121108,96.95,98.13,96.65,97.52,CL
20121109,97.43,99.2,96.56,98.5,CL
20121112,98.62,98.97,97.7,98.0,CL
20121113,98.02,98.38,97.0,97.81,CL
20121114,97.8,99.08,97.36,98.75,CL
20121115,98.79,99.26,97.11,97.88,CL
20121116,97.71,99.44,97.45,99.1,CL
20121119,99.48,101.98,99.29,101.46,CL
20121120,101.33,101.37,98.35,98.93,CL
20121121,99.46,100.07,98.55,99.56,CL
20121123,99.86,100.71,98.89,100.46,CL
20121126,100.39,100.47,99.45,99.92,CL
20121127,100.0,100.43,99.01,99.36,CL
20121128,99.51,99.52,97.54,98.67,CL
20121129,98.75,100.87,98.73,100.25,CL
20121130,99.84,101.17,99.65,101.09,CL
20121203,101.03,102.51,100.84,101.27,CL
20121204,101.11,101.36,99.75,100.68,CL
20121205,100.68,101.23,99.64,100.06,CL
20121206,100.05,100.41,97.86,98.44,CL
20121207,98.57,99.1,97.95,98.11,CL
20121210,98.16,98.96,97.51,97.74,CL
20121211,97.88,98.55,97.39,97.97,CL
20121212,97.87,99.86,97.86,98.95,CL
20121213,98.95,99.15,97.99,98.07,CL
20121214,98.31,99.1,98.23,98.91,CL
20121217,99.06,99.89,98.66,99.38,CL
20121218,99.63,100.34,99.39,100.11,CL
20121219,100.12,102.08,99.99,101.69,CL
20121220,101.4,102.25,100.97,101.84,CL
20121221,101.73,101.78,99.67,100.37,CL
20121224,100.31,100.57,99.91,100.32,CL
20121226,100.33,103.01,100.3,102.69,CL
20121227,102.71,103.15,101.76,102.58,CL
20121228,102.86,103.2,102.03,102.51,CL
20121231,102.12,103.7,101.71,103.53,CL
20130102,103.49,105.58,103.27,104.83,CL
20130103,104.62,105.01,104.2,104.63,CL
20130104,104.57,104.92,103.23,104.8,CL
20130107,104.92,105.06,104.13,104.9,CL
20130108,105.03,105.51,104.38,104.86,CL
20130109,104.86,105.36,104.39,104.81,CL
20130110,104.9,106.41,104.79,105.53,CL
20130111,105.58,105.84,104.36,105.27,CL
20130114,105.45,106.0,104.66,105.85,CL
20130115,105.91,106.15,104.93,104.99,CL
20130116,105.11,106.07,104.81,105.95,CL
20130117,105.9,107.75,105.51,107.2,CL
20130118,106.9,107.38,106.62,107.27,CL
20130122,106.96,108.11,106.69,107.95,CL
20130123,108.03,108.19,106.22,106.5,CL
20130124,106.77,107.95,106.39,107.22,CL
20130125,107.22,107.83,106.7,107.15,CL
20130128,107.31,108.08,106.74,107.71,CL
20130129,107.73,109.09,107.56,108.84,CL
20130130,108.59,109.51,108.59,109.21,CL
20130131,109.23,109.31,108.11,108.76,CL
20130201,108.69,109.42,107.78,109.04,CL
20130204,108.99,109.03,107.16,107.44,CL
20130205,107.4,108.34,107.18,107.91,CL
20130206,107.91,108.26,106.31,107.89,CL
20130207,108.13,108.48,106.81,107.1,CL
20130208,107.19,107.84,106.54,106.99,CL
20130211,107.06,108.36,106.24,108.3,CL
20130212,108.23,109.06,107.95,108.78,CL
20130213,108.86,109.38,107.9,108.28,CL
20130214,108.44,108.98,108.04,108.58,CL
20130215,108.61,108.74,106.48,107.13,CL
20130219,107.24,108.0,106.52,107.93,CL
20130220,107.93,108.34,105.19,105.73,CL
20130221,105.23,105.43,103.14,103.35,CL
20130222,103.47,103.99,102.95,103.64,CL
20130225,103.74,104.97,102.58,103.62,CL
20130226,102.43,103.95,102.43,103.14,CL
20130227,103.23,103.88,102.69,103.27,CL
20130228,103.4,103.69,102.08,102.56,CL
20130301,102.27,102.48,100.55,101.19,CL
20130304,101.22,101.42,99.84,100.63,CL
20130305,100.74,101.5,100.53,101.33,CL
20130306,101.34,101.68,100.06,100.94,CL
20130307,100.93,102.24,100.73,102.07,CL
20130308,101.93,102.54,101.34,102.46,CL
20130311,102.34,102.66,101.4,102.57,CL
20130312,102.45,103.98,102.11,103.05,CL
20130313,103.13,103.91,102.42,103.03,CL
20130314,103.02,103.76,102.52,103.54,CL
20130315,103.66,104.35,103.51,103.96,CL
20130318,103.77,104.45,102.27,104.25,CL
20130319,104.31,104.6,102.54,102.67,CL
20130320,102.6,103.81,102.6,103.47,CL
20130321,103.37,103.5,101.81,102.42,CL
20130322,102.3,103.91,102.3,103.68,CL
20130325,103.69,105.62,103.67,104.78,CL
20130326,104.72,106.42,104.64,106.31,CL
20130327,106.15,106.81,105.55,106.55,CL
20130328,106.65,107.32,106.23,107.2,CL
20130401,107.33,107.77,105.89,107.04,CL
20130402,106.97,107.41,105.88,107.16,CL
20130403,106.9,106.93,104.15,104.42,CL
20130404,104.47,104.81,102.09,103.23,CL
20130405,103.33,103.54,101.88,102.67,CL
20130408,102.99,103.72,102.43,103.33,CL
20130409,103.46,104.45,102.83,104.17,CL
20130410,103.93,104.79,103.37,104.61,CL
20130411,104.53,104.61,103.03,103.48,CL
20130412,103.46,103.49,100.24,101.26,CL
20130415,100.92,100.95,97.17,98.68,CL
20130416,97.39,98.93,96.03,98.69,CL
20130417,98.77,99.06,96.03,96.65,CL
20130418,96.36,98.48,95.58,97.7,CL
20130419,98.34,98.76,97.53,97.98,CL
20130422,97.93,99.1,97.52,98.73,CL
20130423,98.82,99.14,97.34,98.72,CL
20130424,99.14,101.26,98.75,100.97,CL
20130425,101.12,103.41,100.65,103.18,CL
20130426,102.78,103.12,101.6,102.54,CL
20130429,102.24,104.23,101.97,104.04,CL
20130430,103.96,104.16,102.4,103.0,CL
20130501,102.62,102.8,99.65,100.57,CL
20130502,100.54,103.79,100.19,103.53,CL
20130503,103.53,105.58,103.1,105.15,CL
20130506,105.12,106.71,104.39,105.7,CL
20130507,105.33,105.8,104.46,105.16,CL
20130508,105.1,106.31,104.78,106.16,CL
20130509,106.14,106.31,104.89,105.93,CL
20130510,105.7,105.78,102.91,105.58,CL
20130513,105.3,105.35,104.01,104.71,CL
20130514,104.47,105.2,103.39,103.75,CL
20130515,103.67,103.98,101.67,103.84,CL
20130516,103.88,105.11,102.77,104.7,CL
20130517,104.69,105.99,104.33,105.56,CL
20130520,105.47,106.65,104.77,106.25,CL
20130521,106.24,106.51,105.04,105.7,CL
20130522,105.42,105.71,103.53,103.8,CL
20130523,103.7,103.98,101.73,103.77,CL
20130524,103.89,103.91,102.56,103.67,CL
20130528,103.14,105.44,102.75,104.53,CL
20130529,104.57,104.74,102.35,102.65,CL
20130530,102.41,103.51,101.17,103.13,CL
20130531,103.16,103.37,101.08,101.49,CL
20130603,101.25,103.22,100.78,102.97,CL
20130604,102.87,103.93,101.9,102.83,CL
20130605,103.38,104.0,102.93,103.26,CL
20130606,103.22,104.84,103.21,104.28,CL
20130607,104.24,105.91,103.24,105.55,CL
20130610,105.61,105.77,104.71,105.29,CL
20130611,105.28,105.43,103.56,104.9,CL
20130612,104.41,105.97,103.98,105.4,CL
20130613,105.29,106.44,104.54,106.21,CL
20130614,106.16,107.77,105.94,107.37,CL
20130617,107.37,108.26,106.9,107.29,CL
20130618,107.45,108.19,106.93,107.96,CL
20130619,108.11,108.53,107.09,107.76,CL
20130620,107.54,107.55,104.41,104.92,CL
20130621,104.74,105.62,102.9,103.47,CL
20130624,103.63,105.37,102.45,104.96,CL
20130625,104.8,105.95,104.37,105.1,CL
20130626,104.95,105.48,103.46,105.28,CL
20130627,105.3,107.19,105.13,106.83,CL
20130628,106.59,107.6,106.11,106.34,CL
20130701,106.36,108.06,105.85,107.77,CL
20130702,107.84,109.65,107.56,109.38,CL
20130703,109.39,111.96,109.37,111.02,CL
20130705,110.87,113.46,110.49,113.0,CL
20130708,113.73,113.9,111.91,112.92,CL
20130709,112.78,114.54,112.09,113.31,CL
20130710,114.35,116.44,113.99,116.3,CL
20130711,115.93,117.23,114.09,114.69,CL
20130712,114.36,116.11,114.14,115.73,CL
20130715,115.83,116.41,114.43,116.1,CL
20130716,116.22,116.96,115.44,115.78,CL
20130717,115.56,116.38,114.89,116.26,CL
20130718,116.34,118.21,115.93,117.82,CL
20130719,117.9,119.1,117.26,117.83,CL
20130722,118.12,118.57,116.21,116.69,CL
20130723,116.75,117.3,115.21,116.98,CL
20130724,117.11,117.27,114.54,115.14,CL
20130725,115.12,115.62,113.83,115.24,CL
20130726,115.31,115.38,113.65,114.45,CL
20130729,114.36,115.12,113.62,114.3,CL
20130730,114.27,114.29,112.42,112.83,CL
20130731,112.9,115.18,112.68,114.78,CL
20130801,115.01,117.81,114.85,117.64,CL
20130802,117.55,118.57,116.2,116.69,CL
20130805,116.59,117.44,115.45,116.31,CL
20130806,116.23,117.02,114.61,115.05,CL
20130807,115.43,115.52,113.85,114.12,CL
20130808,113.93,114.71,111.97,113.15,CL
20130809,113.62,115.99,113.37,115.72,CL
20130812,115.59,116.21,114.78,115.86,CL
20130813,115.9,116.95,115.31,116.58,CL
20130814,116.29,116.81,115.35,116.6,CL
20130815,116.73,117.62,116.35,117.08,CL
20130816,116.93,117.92,116.31,117.21,CL
20130819,117.53,117.7,116.31,116.85,CL
20130820,116.68,116.85,114.25,114.71,CL
20130821,114.78,114.95,113.1,113.45,CL
20130822,113.46,114.85,113.13,114.63,CL
20130823,114.82,116.54,113.9,116.02,CL
20130826,116.51,116.97,115.16,115.52,CL
20130827,115.74,118.92,115.48,118.61,CL
20130828,118.82,121.84,118.71,119.7,CL
20130829,119.13,119.67,117.32,118.4,CL
20130830,117.77,118.35,116.35,117.25,CL
20130903,116.67,118.43,113.81,118.14,CL
20130904,118.04,118.21,116.37,116.83,CL
20130905,117.19,118.14,116.73,117.97,CL
20130906,118.12,120.3,117.72,120.13,CL
20130909,119.88,120.06,118.36,119.12,CL
20130910,118.52,118.55,115.99,116.99,CL
20130911,116.96,117.69,116.13,117.16,CL
20130912,117.37,118.76,116.9,118.2,CL
20130913,118.24,118.34,116.83,117.81,CL
20130916,117.1,117.6,115.66,116.19,CL
20130917,115.82,116.03,114.54,115.02,CL
20130918,115.13,118.09,114.92,117.67,CL
20130919,117.82,118.59,115.68,115.99,CL
20130920,115.97,116.06,113.92,114.27,CL
20130923,114.41,114.64,112.64,113.11,CL
20130924,112.96,113.16,111.82,112.65,CL
20130925,112.93,113.48,111.72,112.18,CL
20130926,111.82,112.81,111.72,112.55,CL
20130927,112.43,113.29,111.88,112.39,CL
20130930,111.98,112.28,110.57,111.85,CL
20131001,111.83,112.1,110.58,111.56,CL
20131002,111.14,113.75,110.95,113.62,CL
20131003,113.34,113.9,112.39,112.83,CL
20131004,112.44,113.71,112.42,113.36,CL
20131007,112.97,113.26,111.38,112.55,CL
20131008,112.68,113.6,112.37,113.01,CL
20131009,113.01,113.27,110.7,111.13,CL
20131010,110.98,113.09,110.68,112.53,CL
20131011,112.46,112.47,110.12,111.54,CL
20131014,110.89,112.14,110.58,111.93,CL
20131015,111.71,111.98,110.39,110.73,CL
20131016,110.4,112.49,110.27,111.81,CL
20131017,111.65,111.84,109.55,110.19,CL
20131018,110.24,111.23,110.03,110.33,CL
20131021,110.15,110.47,108.5,108.74,CL
20131022,108.58,109.29,107.02,107.32,CL
20131023,107.14,107.31,105.18,105.88,CL
20131024,106.12,106.71,104.97,106.13,CL
20131025,106.21,107.08,106.01,106.87,CL
20131028,106.9,107.84,106.39,107.7,CL
20131029,107.56,107.59,106.71,107.22,CL
20131030,106.79,106.84,105.57,105.79,CL
20131031,105.64,106.05,105.05,105.4,CL
20131101,105.34,105.67,103.38,103.63,CL
20131104,103.54,104.13,103.08,103.64,CL
20131105,103.49,103.92,102.09,102.39,CL
20131106,102.76,104.42,102.67,103.82,CL
20131107,103.93,104.33,102.82,103.22,CL
20131108,103.38,103.94,102.92,103.62,CL
20131111,103.47,104.4,103.13,104.16,CL
20131112,104.02,104.24,101.88,102.06,CL
20131113,102.09,103.56,101.95,102.9,CL
20131114,102.52,103.45,101.53,102.78,CL
20131115,102.91,103.57,102.6,102.86,CL
20131118,102.8,103.32,101.74,102.05,CL
20131119,102.02,102.48,101.45,102.36,CL
20131120,102.35,102.95,101.75,102.35,CL
20131121,102.23,104.13,101.9,103.94,CL
20131122,103.79,104.07,102.55,103.34,CL
20131125,102.65,103.0,101.58,102.59,CL
20131126,102.71,103.19,101.93,102.18,CL
20131127,102.0,102.1,100.27,100.8,CL
20131129,100.83,102.4,100.62,101.22,CL
20131202,101.21,102.58,101.06,102.32,CL
20131203,102.36,105.46,102.17,104.54,CL
20131204,105.4,106.08,104.8,105.7,CL
20131205,105.83,106.49,105.51,105.88,CL
20131206,105.88,106.57,105.58,106.15,CL
20131209,106.16,106.47,105.6,105.84,CL
20131210,105.75,107.24,105.74,107.01,CL
20131211,107.15,107.25,105.7,105.94,CL
20131212,106.05,106.68,105.81,106.0,CL
20131213,106.08,106.12,104.76,105.1,CL
20131216,105.05,106.19,104.71,105.98,CL
20131217,105.8,106.4,105.5,105.72,CL
20131218,105.8,106.51,105.52,106.3,CL
20131219,106.19,107.67,106.0,107.27,CL
20131220,106.93,107.63,106.77,107.55,CL
20131223,107.43,107.54,106.87,107.14,CL
20131224,106.85,107.53,106.76,107.45,CL
20131226,107.43,107.93,107.28,107.78,CL
20131227,107.86,108.98,107.6,108.55,CL
20131230,108.38,108.65,107.36,107.52,CL
20131231,107.48,107.62,106.38,106.65,CL
20140102,106.73,107.2,103.57,103.67,CL
20140103,103.7,103.97,102.09,102.19,CL
20140106,102.41,102.82,101.43,101.66,CL
20140107,101.83,102.45,101.58,101.9,CL
20140108,102.19,102.41,100.49,100.56,CL
20140109,100.81,101.16,99.47,99.89,CL
20140110,100.53,101.61,100.22,100.95,CL
20140113,101.06,101.11,99.66,100.03,CL
20140114,99.74,101.11,99.73,100.82,CL
20140115,100.88,102.87,100.66,102.4,CL
20140116,102.52,102.87,101.75,102.19,CL
20140117,102.4,103.17,102.17,102.6,CL
20140121,102.23,103.46,101.66,103.22,CL
20140122,103.45,105.14,103.37,104.98,CL
20140123,104.94,106.09,104.66,105.57,CL
20140124,105.62,106.05,104.5,104.89,CL
20140127,105.15,105.43,103.46,103.97,CL
20140128,103.91,105.91,103.88,105.66,CL
20140129,105.42,106.0,104.57,105.61,CL
20140130,105.67,106.84,105.58,106.48,CL
20140131,106.22,106.64,105.35,105.74,CL
20140203,105.65,106.19,104.51,104.68,CL
20140204,104.78,106.07,104.62,105.44,CL
20140205,105.92,106.51,105.05,105.63,CL
20140206,105.5,107.08,105.5,106.09,CL
20140207,106.22,108.49,105.36,108.13,CL
20140210,108.3,108.8,107.36,108.31,CL
20140211,108.22,108.85,107.85,108.19,CL
20140212,108.71,109.63,108.29,108.62,CL
20140213,108.52,108.91,107.65,108.6,CL
20140214,108.59,108.72,107.68,108.55,CL
20140218,108.57,111.5,108.48,110.68,CL
20140219,111.39,112.05,110.65,111.56,CL
20140220,111.66,111.75,111.0,111.17,CL
20140221,111.29,111.34,110.11,110.62,CL
20140224,110.71,111.87,110.39,111.24,CL
20140225,111.22,111.26,109.44,110.25,CL
20140226,110.46,111.32,110.0,111.01,CL
20140227,110.99,111.5,110.17,110.82,CL
20140228,110.57,111.38,110.22,111.01,CL
20140303,111.42,113.64,111.37,113.34,CL
20140304,113.31,113.38,111.27,111.75,CL
20140305,111.77,111.95,109.27,109.87,CL
20140306,109.46,110.5,108.55,109.98,CL
20140307,110.39,111.33,109.99,111.0,CL
20140310,111.17,111.24,109.27,109.54,CL
20140311,109.36,109.94,107.74,108.45,CL
20140312,107.9,108.02,105.97,106.41,CL
20140313,106.52,107.02,106.09,106.62,CL
20140314,106.67,107.68,106.48,107.31,CL
20140317,107.81,107.81,105.79,106.5,CL
20140318,106.39,108.2,106.17,108.12,CL
20140319,107.95,108.89,107.76,108.79,CL
20140320,108.81,109.24,107.5,107.85,CL
20140321,107.54,109.2,107.2,108.41,CL
20140324,108.44,109.24,108.0,108.55,CL
20140325,108.38,109.2,107.75,108.14,CL
20140326,108.13,109.41,108.05,109.21,CL
20140327,109.25,110.65,108.98,110.23,CL
20140328,110.29,111.19,110.13,110.62,CL
20140331,110.64,110.92,109.83,110.53,CL
20140401,110.48,110.52,108.23,108.69,CL
20140402,108.59,108.78,107.81,108.57,CL
20140403,108.24,109.44,108.02,109.24,CL
20140404,109.33,110.58,109.23,110.09,CL
20140407,109.86,110.27,108.87,109.39,CL
20140408,109.64,111.66,109.63,111.51,CL
20140409,111.3,112.72,110.98,112.55,CL
20140410,112.39,112.76,112.05,112.35,CL
20140411,112.29,113.39,111.96,112.69,CL
20140414,112.51,113.5,112.29,113.0,CL
20140415,112.55,113.0,111.86,112.7,CL
20140416,112.71,113.94,112.07,112.71,CL
20140417,112.79,113.73,112.49,113.25,CL
20140421,113.49,113.72,112.8,113.32,CL
20140422,113.31,113.31,110.64,111.08,CL
20140423,111.19,111.41,110.53,110.77,CL
20140424,110.87,111.68,110.73,111.27,CL
20140425,111.26,111.38,109.81,109.93,CL
20140428,109.82,110.85,109.66,110.17,CL
20140429,110.22,111.53,110.04,110.61,CL
20140430,110.09,110.09,108.68,109.07,CL
20140501,109.05,109.22,108.07,108.75,CL
20140502,108.5,109.47,108.5,109.09,CL
20140505,109.29,109.77,108.24,108.81,CL
20140506,108.71,109.75,108.65,108.83,CL
20140507,109.16,110.32,109.11,110.1,CL
20140508,110.15,110.26,109.2,109.59,CL
20140509,109.6,110.51,109.04,109.32,CL
20140512,109.45,110.26,109.26,109.92,CL
20140513,109.96,111.38,109.69,111.03,CL
20140514,111.24,111.98,111.16,111.7,CL
20140515,111.36,111.59,110.6,110.83,CL
20140516,110.89,111.56,110.72,111.35,CL
20140519,111.46,112.42,111.3,111.94,CL
20140520,111.93,112.19,111.43,111.77,CL
20140521,112.4,113.73,112.22,113.51,CL
20140522,113.29,113.66,112.99,113.18,CL
20140523,113.15,113.94,113.08,113.79,CL
20140527,113.78,113.94,113.01,113.55,CL
20140528,113.58,113.83,112.08,112.16,CL
20140529,112.5,113.38,112.05,113.02,CL
20140530,112.95,113.0,111.84,112.15,CL
20140602,112.36,112.79,111.54,111.91,CL
20140603,111.88,112.3,111.67,112.1,CL
20140604,112.23,113.13,111.78,112.08,CL
20140605,111.81,112.13,111.04,111.92,CL
20140606,111.88,112.51,111.74,112.1,CL
20140609,112.22,114.01,112.06,113.85,CL
20140610,113.9,114.5,113.42,113.79,CL
20140611,113.74,114.25,113.61,113.84,CL
20140612,113.9,116.39,113.79,115.97,CL
